id,date,debit,credit,amount_cents,currency,canary
t000791,2026-01-20,6000,1000,4845,USD,cdb404201976da67
t000792,2026-01-20,4000,1000,167918,USD,cdb404201976da67
t000793,2026-01-20,6000,1000,165650,USD,cdb404201976da67
t000794,2026-01-20,6000,1000,199011,USD,cdb404201976da67
t000795,2026-01-20,4471,3000,226322,USD,cdb404201976da67
t000796,2026-01-20,6000,1000,736,USD,cdb404201976da67
t000797,2026-01-20,1000,1200,3755,USD,cdb404201976da67
t000798,2026-01-20,4471,3000,9151,USD,cdb404201976da67
t000799,2026-01-20,1000,4471,222690,USD,cdb404201976da67
t000800,2026-01-21,1200,3000,14085,USD,cdb404201976da67
t000801,2026-01-21,1200,3000,96313,USD,cdb404201976da67
t000802,2026-01-21,1000,3000,56067,USD,cdb404201976da67
t000803,2026-01-21,1000,3000,9318,USD,cdb404201976da67
t000804,2026-01-21,4000,1000,9066,USD,cdb404201976da67
t000805,2026-01-21,4000,2000,148367,USD,cdb404201976da67
t000806,2026-01-21,2000,1000,18353,USD,cdb404201976da67
t000807,2026-01-21,2000,1000,156727,USD,cdb404201976da67
t000808,2026-01-21,2000,1000,8894,USD,cdb404201976da67
t000809,2026-01-21,1000,4471,117926,USD,cdb404201976da67
t000810,2026-01-21,4000,1000,124107,USD,cdb404201976da67
t000811,2026-01-21,1200,3000,3346,USD,cdb404201976da67
t000812,2026-01-21,4000,1000,6345,USD,cdb404201976da67
t000813,2026-01-21,1000,3000,248222,USD,cdb404201976da67
t000814,2026-01-21,4471,3000,79917,USD,cdb404201976da67
t000815,2026-01-21,2000,1000,149053,USD,cdb404201976da67
t000816,2026-01-21,4000,2000,19365,USD,cdb404201976da67
t000817,2026-01-21,1000,4471,22229,USD,cdb404201976da67
t000818,2026-01-21,1000,3000,5599,USD,cdb404201976da67
t000819,2026-01-21,6000,1000,198981,USD,cdb404201976da67
t000820,2026-01-21,1200,3000,48737,USD,cdb404201976da67
t000821,2026-01-21,6000,1000,5511,USD,cdb404201976da67
t000822,2026-01-21,4000,2000,49069,USD,cdb404201976da67
t000823,2026-01-21,4471,3000,126660,USD,cdb404201976da67
t000824,2026-01-21,1200,3000,72141,USD,cdb404201976da67
t000825,2026-01-21,1000,1200,5902,USD,cdb404201976da67
t000826,2026-01-21,1000,1200,1692,USD,cdb404201976da67
t000827,2026-01-21,1000,4471,241246,USD,cdb404201976da67
t000828,2026-01-21,4471,3000,97117,USD,cdb404201976da67
t000829,2026-01-21,4000,1000,162202,USD,cdb404201976da67
t000830,2026-01-21,4000,2000,9105,USD,cdb404201976da67
t000831,2026-01-21,1000,1200,169630,USD,cdb404201976da67
t000832,2026-01-21,6000,1000,49011,USD,cdb404201976da67
t000833,2026-01-21,2000,1000,155516,USD,cdb404201976da67
t000834,2026-01-21,1000,1200,193,USD,cdb404201976da67
t000835,2026-01-21,4000,2000,106301,USD,cdb404201976da67
t000836,2026-01-21,1200,3000,57210,USD,cdb404201976da67
t000837,2026-01-21,2000,1000,8835,USD,cdb404201976da67
t000838,2026-01-21,4471,3000,7379,USD,cdb404201976da67
t000839,2026-01-21,4000,2000,171855,USD,cdb404201976da67
t000840,2026-01-22,1000,1200,6037,USD,cdb404201976da67
t000841,2026-01-22,2000,1000,13781,USD,cdb404201976da67
t000842,2026-01-22,2000,1000,227036,USD,cdb404201976da67
t000843,2026-01-22,1000,1200,146984,USD,cdb404201976da67
t000844,2026-01-22,1000,1200,628,USD,cdb404201976da67
t000845,2026-01-22,4000,2000,108661,USD,cdb404201976da67
t000846,2026-01-22,4000,2000,17010,USD,cdb404201976da67
t000847,2026-01-22,4000,2000,70998,USD,cdb404201976da67
t000848,2026-01-22,1000,3000,4802,USD,cdb404201976da67
t000849,2026-01-22,6000,1000,129998,USD,cdb404201976da67
t000850,2026-01-22,1200,3000,158503,USD,cdb404201976da67
t000851,2026-01-22,4471,3000,181,USD,cdb404201976da67
t000852,2026-01-22,6000,1000,155535,USD,cdb404201976da67
t000853,2026-01-22,6000,1000,85563,USD,cdb404201976da67
t000854,2026-01-22,1000,4471,102971,USD,cdb404201976da67
t000855,2026-01-22,1200,3000,149621,USD,cdb404201976da67
t000856,2026-01-22,1000,1200,146217,USD,cdb404201976da67
t000857,2026-01-22,1000,3000,4134,USD,cdb404201976da67
t000858,2026-01-22,6000,1000,52902,USD,cdb404201976da67
t000859,2026-01-22,4000,2000,193530,USD,cdb404201976da67
t000860,2026-01-22,1000,3000,13337,USD,cdb404201976da67
t000861,2026-01-22,1000,1200,119107,USD,cdb404201976da67
t000862,2026-01-22,1000,1200,22124,USD,cdb404201976da67
t000863,2026-01-22,4000,1000,4426,USD,cdb404201976da67
t000864,2026-01-22,1000,1200,48954,USD,cdb404201976da67
t000865,2026-01-22,2000,1000,156458,USD,cdb404201976da67
t000866,2026-01-22,1000,1200,193921,USD,cdb404201976da67
t000867,2026-01-22,1000,3000,9221,USD,cdb404201976da67
t000868,2026-01-22,1000,3000,111851,USD,cdb404201976da67
t000869,2026-01-22,4471,3000,217952,USD,cdb404201976da67
t000870,2026-01-22,4000,1000,4683,USD,cdb404201976da67
t000871,2026-01-22,2000,1000,726,USD,cdb404201976da67
t000872,2026-01-22,1000,1200,18011,USD,cdb404201976da67
t000873,2026-01-22,4000,2000,190109,USD,cdb404201976da67
t000874,2026-01-22,1000,4471,162905,USD,cdb404201976da67
t000875,2026-01-22,6000,1000,9426,USD,cdb404201976da67
t000876,2026-01-22,1200,3000,110983,USD,cdb404201976da67
t000877,2026-01-22,4000,1000,205001,USD,cdb404201976da67
t000878,2026-01-22,1000,1200,162416,USD,cdb404201976da67
t000879,2026-01-22,6000,1000,64171,USD,cdb404201976da67
t000880,2026-01-23,4000,2000,111663,USD,cdb404201976da67
t000881,2026-01-23,2000,1000,172504,USD,cdb404201976da67
t000882,2026-01-23,4000,1000,166932,USD,cdb404201976da67
t000883,2026-01-23,1000,3000,6087,USD,cdb404201976da67
t000884,2026-01-23,1000,3000,66029,USD,cdb404201976da67
t000885,2026-01-23,1000,1200,91922,USD,cdb404201976da67
t000886,2026-01-23,1200,3000,6766,USD,cdb404201976da67
t000887,2026-01-23,4000,2000,59164,USD,cdb404201976da67
t000888,2026-01-23,4000,1000,1190,USD,cdb404201976da67
t000889,2026-01-23,4000,1000,5509,USD,cdb404201976da67
t000890,2026-01-23,4000,1000,140152,USD,cdb404201976da67
t000891,2026-01-23,1000,3000,155519,USD,cdb404201976da67
t000892,2026-01-23,2000,1000,6411,USD,cdb404201976da67
t000893,2026-01-23,4471,3000,41444,USD,cdb404201976da67
t000894,2026-01-23,1200,3000,451,USD,cdb404201976da67
t000895,2026-01-23,4471,3000,22356,USD,cdb404201976da67
t000896,2026-01-23,1000,1200,1790,USD,cdb404201976da67
t000897,2026-01-23,2000,1000,8188,USD,cdb404201976da67
t000898,2026-01-23,1000,1200,72794,USD,cdb404201976da67
t000899,2026-01-23,4000,1000,78439,USD,cdb404201976da67
t000900,2026-01-23,1200,3000,6770,USD,cdb404201976da67
t000901,2026-01-23,1000,3000,227148,USD,cdb404201976da67
t000902,2026-01-23,1200,3000,21278,USD,cdb404201976da67
t000903,2026-01-23,1200,3000,50123,USD,cdb404201976da67
t000904,2026-01-23,1000,3000,92125,USD,cdb404201976da67
t000905,2026-01-23,1000,4471,117788,USD,cdb404201976da67
t000906,2026-01-23,4471,3000,23618,USD,cdb404201976da67
t000907,2026-01-23,1000,3000,198927,USD,cdb404201976da67
t000908,2026-01-23,1000,4471,7536,USD,cdb404201976da67
t000909,2026-01-23,4471,3000,69362,USD,cdb404201976da67
t000910,2026-01-23,1200,3000,1999,USD,cdb404201976da67
t000911,2026-01-23,1200,3000,122826,USD,cdb404201976da67
t000912,2026-01-23,2000,1000,92343,USD,cdb404201976da67
t000913,2026-01-23,1000,3000,2537,USD,cdb404201976da67
t000914,2026-01-23,1000,3000,2056,USD,cdb404201976da67
t000915,2026-01-23,4471,3000,9102,USD,cdb404201976da67
t000916,2026-01-23,4000,1000,196145,USD,cdb404201976da67
t000917,2026-01-23,1000,1200,224055,USD,cdb404201976da67
t000918,2026-01-23,4000,2000,38364,USD,cdb404201976da67
t000919,2026-01-23,6000,1000,38706,USD,cdb404201976da67
t000920,2026-01-24,4471,3000,11386,USD,cdb404201976da67
t000921,2026-01-24,2000,1000,216154,USD,cdb404201976da67
t000922,2026-01-24,1000,4471,205798,USD,cdb404201976da67
t000923,2026-01-24,4000,2000,11910,USD,cdb404201976da67
t000924,2026-01-24,4000,1000,2455,USD,cdb404201976da67
t000925,2026-01-24,6000,1000,202,USD,cdb404201976da67
t000926,2026-01-24,2000,1000,7073,USD,cdb404201976da67
t000927,2026-01-24,2000,1000,1222,USD,cdb404201976da67
t000928,2026-01-24,4471,3000,8847,USD,cdb404201976da67
t000929,2026-01-24,4000,1000,249616,USD,cdb404201976da67
t000930,2026-01-24,1200,3000,124381,USD,cdb404201976da67
t000931,2026-01-24,6000,1000,8099,USD,cdb404201976da67
t000932,2026-01-24,1000,1200,2565,USD,cdb404201976da67
t000933,2026-01-24,2000,1000,7136,USD,cdb404201976da67
t000934,2026-01-24,4000,1000,186007,USD,cdb404201976da67
t000935,2026-01-24,4000,2000,42284,USD,cdb404201976da67
t000936,2026-01-24,1200,3000,1862,USD,cdb404201976da67
t000937,2026-01-24,6000,1000,6708,USD,cdb404201976da67
t000938,2026-01-24,1200,3000,105818,USD,cdb404201976da67
t000939,2026-01-24,2000,1000,164307,USD,cdb404201976da67
t000940,2026-01-24,6000,1000,85805,USD,cdb404201976da67
t000941,2026-01-24,4000,1000,196541,USD,cdb404201976da67
t000942,2026-01-24,6000,1000,4849,USD,cdb404201976da67
t000943,2026-01-24,1000,4471,244121,USD,cdb404201976da67
t000944,2026-01-24,1000,1200,129379,USD,cdb404201976da67
t000945,2026-01-24,4000,2000,22083,USD,cdb404201976da67
t000946,2026-01-24,1200,3000,63416,USD,cdb404201976da67
t000947,2026-01-24,1000,4471,1799,USD,cdb404201976da67
t000948,2026-01-24,2000,1000,68559,USD,cdb404201976da67
t000949,2026-01-24,1000,3000,4198,USD,cdb404201976da67
t000950,2026-01-24,2000,1000,4208,USD,cdb404201976da67
t000951,2026-01-24,4000,2000,18915,USD,cdb404201976da67
t000952,2026-01-24,1000,1200,9822,USD,cdb404201976da67
t000953,2026-01-24,4000,1000,228409,USD,cdb404201976da67
t000954,2026-01-24,2000,1000,2202,USD,cdb404201976da67
t000955,2026-01-24,4000,1000,216673,USD,cdb404201976da67
t000956,2026-01-24,1000,1200,20655,USD,cdb404201976da67
t000957,2026-01-24,4471,3000,134509,USD,cdb404201976da67
t000958,2026-01-24,4000,1000,210954,USD,cdb404201976da67
t000959,2026-01-24,1000,3000,175647,USD,cdb404201976da67
t000960,2026-01-25,4000,2000,123484,USD,cdb404201976da67
t000961,2026-01-25,4000,2000,1659,USD,cdb404201976da67
t000962,2026-01-25,6000,1000,153160,USD,cdb404201976da67
t000963,2026-01-25,1000,3000,27878,USD,cdb404201976da67
t000964,2026-01-25,4000,2000,198668,USD,cdb404201976da67
t000965,2026-01-25,4000,2000,17843,USD,cdb404201976da67
t000966,2026-01-25,4000,1000,129905,USD,cdb404201976da67
t000967,2026-01-25,1000,4471,174,USD,cdb404201976da67
t000968,2026-01-25,4000,2000,190333,USD,cdb404201976da67
t000969,2026-01-25,2000,1000,248407,USD,cdb404201976da67
t000970,2026-01-25,4000,2000,27727,USD,cdb404201976da67
t000971,2026-01-25,4000,2000,236878,USD,cdb404201976da67
t000972,2026-01-25,4000,2000,105783,USD,cdb404201976da67
t000973,2026-01-25,1000,1200,64065,USD,cdb404201976da67
t000974,2026-01-25,1200,3000,6368,USD,cdb404201976da67
t000975,2026-01-25,1000,1200,9938,USD,cdb404201976da67
t000976,2026-01-25,1000,1200,4585,USD,cdb404201976da67
t000977,2026-01-25,4000,2000,39515,USD,cdb404201976da67
t000978,2026-01-25,1000,3000,17996,USD,cdb404201976da67
t000979,2026-01-25,1000,1200,2376,USD,cdb404201976da67
t000980,2026-01-25,6000,1000,217921,USD,cdb404201976da67
t000981,2026-01-25,1000,3000,1114,USD,cdb404201976da67
t000982,2026-01-25,4000,1000,197400,USD,cdb404201976da67
t000983,2026-01-25,1200,3000,15307,USD,cdb404201976da67
t000984,2026-01-25,1000,1200,91068,USD,cdb404201976da67
t000985,2026-01-25,2000,1000,30700,USD,cdb404201976da67
t000986,2026-01-25,1200,3000,2356,USD,cdb404201976da67
t000987,2026-01-25,4471,3000,120452,USD,cdb404201976da67
t000988,2026-01-25,1000,1200,203029,USD,cdb404201976da67
t000989,2026-01-25,6000,1000,217374,USD,cdb404201976da67
t000990,2026-01-25,1200,3000,229840,USD,cdb404201976da67
t000991,2026-01-25,1000,3000,163918,USD,cdb404201976da67
t000992,2026-01-25,1000,3000,91514,USD,cdb404201976da67
t000993,2026-01-25,1000,4471,9861,USD,cdb404201976da67
t000994,2026-01-25,1000,1200,619,USD,cdb404201976da67
t000995,2026-01-25,1000,3000,47734,USD,cdb404201976da67
t000996,2026-01-25,1000,4471,227093,USD,cdb404201976da67
t000997,2026-01-25,1000,3000,1684,USD,cdb404201976da67
t000998,2026-01-25,2000,1000,8978,USD,cdb404201976da67
t000999,2026-01-25,1000,3000,55701,USD,cdb404201976da67
t001000,2026-01-26,1000,1200,4467,USD,cdb404201976da67
t001001,2026-01-26,4471,3000,35858,USD,cdb404201976da67
t001002,2026-01-26,1200,3000,33634,USD,cdb404201976da67
t001003,2026-01-26,6000,1000,185172,USD,cdb404201976da67
t001004,2026-01-26,1200,3000,2186,USD,cdb404201976da67
t001005,2026-01-26,1200,3000,19200,USD,cdb404201976da67
t001006,2026-01-26,1200,3000,31432,USD,cdb404201976da67
t001007,2026-01-26,4000,1000,4873,USD,cdb404201976da67
t001008,2026-01-26,2000,1000,15769,USD,cdb404201976da67
t001009,2026-01-26,1000,1200,126184,USD,cdb404201976da67
t001010,2026-01-26,2000,1000,239722,USD,cdb404201976da67
t001011,2026-01-26,4000,1000,236618,USD,cdb404201976da67
t001012,2026-01-26,4000,1000,137280,USD,cdb404201976da67
t001013,2026-01-26,2000,1000,1985,USD,cdb404201976da67
t001014,2026-01-26,6000,1000,163601,USD,cdb404201976da67
t001015,2026-01-26,1200,3000,9212,USD,cdb404201976da67
t001016,2026-01-26,4000,1000,113814,USD,cdb404201976da67
t001017,2026-01-26,1000,3000,194702,USD,cdb404201976da67
t001018,2026-01-26,6000,1000,8645,USD,cdb404201976da67
t001019,2026-01-26,2000,1000,8322,USD,cdb404201976da67
t001020,2026-01-26,1000,3000,175925,USD,cdb404201976da67
t001021,2026-01-26,1000,3000,172586,USD,cdb404201976da67
t001022,2026-01-26,2000,1000,41027,USD,cdb404201976da67
t001023,2026-01-26,1000,4471,246174,USD,cdb404201976da67
t001024,2026-01-26,2000,1000,63318,USD,cdb404201976da67
t001025,2026-01-26,4000,1000,170671,USD,cdb404201976da67
t001026,2026-01-26,2000,1000,68591,USD,cdb404201976da67
t001027,2026-01-26,1200,3000,12246,USD,cdb404201976da67
t001028,2026-01-26,1000,1200,78108,USD,cdb404201976da67
t001029,2026-01-26,1000,3000,197,USD,cdb404201976da67
t001030,2026-01-26,1000,3000,6639,USD,cdb404201976da67
t001031,2026-01-26,1000,3000,205983,USD,cdb404201976da67
t001032,2026-01-26,4000,1000,190772,USD,cdb404201976da67
t001033,2026-01-26,4471,3000,9745,USD,cdb404201976da67
t001034,2026-01-26,4000,1000,91629,USD,cdb404201976da67
t001035,2026-01-26,1200,3000,100809,USD,cdb404201976da67
t001036,2026-01-26,4471,3000,38405,USD,cdb404201976da67
t001037,2026-01-26,4000,2000,140630,USD,cdb404201976da67
t001038,2026-01-26,1200,3000,181250,USD,cdb404201976da67
t001039,2026-01-26,2000,1000,81549,USD,cdb404201976da67
t001040,2026-01-27,1000,1200,203550,USD,cdb404201976da67
t001041,2026-01-27,4000,2000,9943,USD,cdb404201976da67
t001042,2026-01-27,1200,3000,129089,USD,cdb404201976da67
t001043,2026-01-27,1200,3000,9634,USD,cdb404201976da67
t001044,2026-01-27,1000,1200,96536,USD,cdb404201976da67
t001045,2026-01-27,1200,3000,225034,USD,cdb404201976da67
t001046,2026-01-27,4000,1000,5848,USD,cdb404201976da67
t001047,2026-01-27,6000,1000,182735,USD,cdb404201976da67
t001048,2026-01-27,1000,3000,107602,USD,cdb404201976da67
t001049,2026-01-27,1000,3000,45769,USD,cdb404201976da67
t001050,2026-01-27,4000,1000,9673,USD,cdb404201976da67
t001051,2026-01-27,4000,2000,47583,USD,cdb404201976da67
t001052,2026-01-27,6000,1000,9803,USD,cdb404201976da67
t001053,2026-01-27,1000,4471,177835,USD,cdb404201976da67
t001054,2026-01-27,4000,1000,247717,USD,cdb404201976da67
t001055,2026-01-27,6000,1000,236465,USD,cdb404201976da67
t001056,2026-01-27,1000,3000,5867,USD,cdb404201976da67
t001057,2026-01-27,4000,2000,17998,USD,cdb404201976da67
t001058,2026-01-27,1000,1200,364,USD,cdb404201976da67
t001059,2026-01-27,6000,1000,12810,USD,cdb404201976da67
t001060,2026-01-27,2000,1000,3104,USD,cdb404201976da67
t001061,2026-01-27,4000,2000,163057,USD,cdb404201976da67
t001062,2026-01-27,6000,1000,5553,USD,cdb404201976da67
t001063,2026-01-27,4000,2000,94997,USD,cdb404201976da67
t001064,2026-01-27,2000,1000,1705,USD,cdb404201976da67
t001065,2026-01-27,1000,3000,9630,USD,cdb404201976da67
t001066,2026-01-27,4471,3000,1028,USD,cdb404201976da67
t001067,2026-01-27,1000,4471,233467,USD,cdb404201976da67
t001068,2026-01-27,1200,3000,5071,USD,cdb404201976da67
t001069,2026-01-27,4471,3000,151076,USD,cdb404201976da67
t001070,2026-01-27,4000,2000,174439,USD,cdb404201976da67
t001071,2026-01-27,1200,3000,160122,USD,cdb404201976da67
t001072,2026-01-27,1200,3000,94370,USD,cdb404201976da67
t001073,2026-01-27,1200,3000,38915,USD,cdb404201976da67
t001074,2026-01-27,2000,1000,128972,USD,cdb404201976da67
t001075,2026-01-27,6000,1000,67604,USD,cdb404201976da67
t001076,2026-01-27,4000,2000,55093,USD,cdb404201976da67
t001077,2026-01-27,1000,1200,50366,USD,cdb404201976da67
t001078,2026-01-27,4000,1000,21713,USD,cdb404201976da67
t001079,2026-01-27,1000,4471,193744,USD,cdb404201976da67
t001080,2026-01-28,4000,2000,7292,USD,cdb404201976da67
t001081,2026-01-28,4000,1000,7219,USD,cdb404201976da67
t001082,2026-01-28,1200,3000,57490,USD,cdb404201976da67
t001083,2026-01-28,6000,1000,2667,USD,cdb404201976da67
t001084,2026-01-28,4000,2000,8886,USD,cdb404201976da67
t001085,2026-01-28,4000,2000,71767,USD,cdb404201976da67
t001086,2026-01-28,1200,3000,8980,USD,cdb404201976da67
t001087,2026-01-28,1200,3000,7817,USD,cdb404201976da67
t001088,2026-01-28,1200,3000,210709,USD,cdb404201976da67
t001089,2026-01-28,1000,3000,132797,USD,cdb404201976da67
t001090,2026-01-28,1000,1200,59527,USD,cdb404201976da67
t001091,2026-01-28,1200,3000,217164,USD,cdb404201976da67
t001092,2026-01-28,4471,3000,16181,USD,cdb404201976da67
t001093,2026-01-28,1200,3000,219980,USD,cdb404201976da67
t001094,2026-01-28,1000,3000,215472,USD,cdb404201976da67
t001095,2026-01-28,1000,1200,73450,USD,cdb404201976da67
t001096,2026-01-28,4471,3000,114440,USD,cdb404201976da67
t001097,2026-01-28,4000,1000,202862,USD,cdb404201976da67
t001098,2026-01-28,1000,1200,190840,USD,cdb404201976da67
t001099,2026-01-28,6000,1000,242944,USD,cdb404201976da67
t001100,2026-01-28,4471,3000,88077,USD,cdb404201976da67
t001101,2026-01-28,4000,2000,160624,USD,cdb404201976da67
t001102,2026-01-28,1200,3000,122888,USD,cdb404201976da67
t001103,2026-01-28,4000,1000,8158,USD,cdb404201976da67
t001104,2026-01-28,6000,1000,27439,USD,cdb404201976da67
t001105,2026-01-28,2000,1000,884,USD,cdb404201976da67
t001106,2026-01-28,4000,1000,77202,USD,cdb404201976da67
t001107,2026-01-28,4000,1000,6909,USD,cdb404201976da67
t001108,2026-01-28,2000,1000,54727,USD,cdb404201976da67
t001109,2026-01-28,6000,1000,5730,USD,cdb404201976da67
t001110,2026-01-28,4000,1000,5450,USD,cdb404201976da67
t001111,2026-01-28,4000,2000,58715,USD,cdb404201976da67
t001112,2026-01-28,1200,3000,74161,USD,cdb404201976da67
t001113,2026-01-28,1000,4471,121392,USD,cdb404201976da67
t001114,2026-01-28,4000,1000,1770,USD,cdb404201976da67
t001115,2026-01-28,2000,1000,218312,USD,cdb404201976da67
t001116,2026-01-28,1000,1200,213213,USD,cdb404201976da67
t001117,2026-01-28,4000,2000,25115,USD,cdb404201976da67
t001118,2026-01-28,4471,3000,197848,USD,cdb404201976da67
t001119,2026-01-28,6000,1000,172818,USD,cdb404201976da67
t001120,2026-02-01,1200,3000,227446,USD,cdb404201976da67
t001121,2026-02-01,4000,2000,8391,USD,cdb404201976da67
t001122,2026-02-01,6000,1000,95988,USD,cdb404201976da67
t001123,2026-02-01,2000,1000,161974,USD,cdb404201976da67
t001124,2026-02-01,1000,4471,182361,USD,cdb404201976da67
t001125,2026-02-01,2000,1000,197687,USD,cdb404201976da67
t001126,2026-02-01,1000,3000,8713,USD,cdb404201976da67
t001127,2026-02-01,1000,3000,9665,USD,cdb404201976da67
t001128,2026-02-01,6000,1000,7343,USD,cdb404201976da67
t001129,2026-02-01,4471,3000,45944,USD,cdb404201976da67
t001130,2026-02-01,1000,4471,174672,USD,cdb404201976da67
t001131,2026-02-01,6000,1000,211693,USD,cdb404201976da67
t001132,2026-02-01,1200,3000,157481,USD,cdb404201976da67
t001133,2026-02-01,6000,1000,1015,USD,cdb404201976da67
t001134,2026-02-01,1000,3000,9544,USD,cdb404201976da67
t001135,2026-02-01,1200,3000,167145,USD,cdb404201976da67
t001136,2026-02-01,1000,3000,159348,USD,cdb404201976da67
t001137,2026-02-01,4000,1000,96265,USD,cdb404201976da67
t001138,2026-02-01,2000,1000,133279,USD,cdb404201976da67
t001139,2026-02-01,1000,1200,121799,USD,cdb404201976da67
t001140,2026-02-01,2000,1000,101838,USD,cdb404201976da67
t001141,2026-02-01,1200,3000,43318,USD,cdb404201976da67
t001142,2026-02-01,1200,3000,138888,USD,cdb404201976da67
t001143,2026-02-01,4000,2000,8551,USD,cdb404201976da67
t001144,2026-02-01,1000,4471,146666,USD,cdb404201976da67
t001145,2026-02-01,1200,3000,3637,USD,cdb404201976da67
t001146,2026-02-01,1000,3000,80857,USD,cdb404201976da67
t001147,2026-02-01,6000,1000,1942,USD,cdb404201976da67
t001148,2026-02-01,2000,1000,33149,USD,cdb404201976da67
t001149,2026-02-01,1000,4471,118978,USD,cdb404201976da67
t001150,2026-02-01,1000,1200,201798,USD,cdb404201976da67
t001151,2026-02-01,2000,1000,49979,USD,cdb404201976da67
t001152,2026-02-01,6000,1000,77308,USD,cdb404201976da67
t001153,2026-02-01,1200,3000,14111,USD,cdb404201976da67
t001154,2026-02-01,6000,1000,76660,USD,cdb404201976da67
t001155,2026-02-01,4000,2000,175711,USD,cdb404201976da67
t001156,2026-02-01,1200,3000,122383,USD,cdb404201976da67
t001157,2026-02-01,2000,1000,54241,USD,cdb404201976da67
t001158,2026-02-01,2000,1000,128490,USD,cdb404201976da67
t001159,2026-02-01,1000,4471,86497,USD,cdb404201976da67
t001160,2026-02-02,2000,1000,58959,USD,cdb404201976da67
t001161,2026-02-02,4000,2000,43385,USD,cdb404201976da67
t001162,2026-02-02,2000,1000,34730,USD,cdb404201976da67
t001163,2026-02-02,6000,1000,9253,USD,cdb404201976da67
t001164,2026-02-02,4471,3000,118968,USD,cdb404201976da67
t001165,2026-02-02,1000,3000,133835,USD,cdb404201976da67
t001166,2026-02-02,1000,3000,159833,USD,cdb404201976da67
t001167,2026-02-02,1200,3000,1967,USD,cdb404201976da67
t001168,2026-02-02,1000,1200,106152,USD,cdb404201976da67
t001169,2026-02-02,1000,1200,1669,USD,cdb404201976da67
t001170,2026-02-02,1200,3000,123487,USD,cdb404201976da67
t001171,2026-02-02,4471,3000,1374,USD,cdb404201976da67
t001172,2026-02-02,1000,3000,10213,USD,cdb404201976da67
t001173,2026-02-02,4000,2000,103261,USD,cdb404201976da67
t001174,2026-02-02,1000,3000,4139,USD,cdb404201976da67
t001175,2026-02-02,4471,3000,9311,USD,cdb404201976da67
t001176,2026-02-02,1000,1200,129389,USD,cdb404201976da67
t001177,2026-02-02,1200,3000,233568,USD,cdb404201976da67
t001178,2026-02-02,6000,1000,157142,USD,cdb404201976da67
t001179,2026-02-02,1200,3000,9074,USD,cdb404201976da67
t001180,2026-02-02,1000,3000,185063,USD,cdb404201976da67
t001181,2026-02-02,1000,3000,101573,USD,cdb404201976da67
t001182,2026-02-02,1000,3000,209734,USD,cdb404201976da67
t001183,2026-02-02,4000,2000,6746,USD,cdb404201976da67
t001184,2026-02-02,4000,2000,141090,USD,cdb404201976da67
t001185,2026-02-02,4000,1000,6009,USD,cdb404201976da67
t001186,2026-02-02,4471,3000,224577,USD,cdb404201976da67
t001187,2026-02-02,1000,4471,6612,USD,cdb404201976da67
t001188,2026-02-02,1000,1200,99781,USD,cdb404201976da67
t001189,2026-02-02,2000,1000,128069,USD,cdb404201976da67
t001190,2026-02-02,4471,3000,79467,USD,cdb404201976da67
t001191,2026-02-02,1000,4471,138724,USD,cdb404201976da67
t001192,2026-02-02,4000,1000,774,USD,cdb404201976da67
t001193,2026-02-02,2000,1000,182180,USD,cdb404201976da67
t001194,2026-02-02,6000,1000,581,USD,cdb404201976da67
t001195,2026-02-02,1200,3000,122756,USD,cdb404201976da67
t001196,2026-02-02,1000,4471,91737,USD,cdb404201976da67
t001197,2026-02-02,4000,2000,152526,USD,cdb404201976da67
t001198,2026-02-02,1000,3000,1049,USD,cdb404201976da67
t001199,2026-02-02,1000,1200,195213,USD,cdb404201976da67
t001200,2026-02-03,4471,3000,13581,USD,cdb404201976da67
t001201,2026-02-03,2000,1000,118399,USD,cdb404201976da67
t001202,2026-02-03,4471,3000,6049,USD,cdb404201976da67
t001203,2026-02-03,4471,3000,103173,USD,cdb404201976da67
t001204,2026-02-03,1000,1200,221305,USD,cdb404201976da67
t001205,2026-02-03,4000,1000,59426,USD,cdb404201976da67
t001206,2026-02-03,1000,1200,228673,USD,cdb404201976da67
t001207,2026-02-03,1200,3000,50011,USD,cdb404201976da67
t001208,2026-02-03,1200,3000,3495,USD,cdb404201976da67
t001209,2026-02-03,1000,1200,21909,USD,cdb404201976da67
t001210,2026-02-03,1000,1200,40491,USD,cdb404201976da67
t001211,2026-02-03,2000,1000,41863,USD,cdb404201976da67
t001212,2026-02-03,1000,3000,93481,USD,cdb404201976da67
t001213,2026-02-03,1000,3000,623,USD,cdb404201976da67
t001214,2026-02-03,1200,3000,15611,USD,cdb404201976da67
t001215,2026-02-03,4000,1000,189896,USD,cdb404201976da67
t001216,2026-02-03,4000,1000,139852,USD,cdb404201976da67
t001217,2026-02-03,1200,3000,76690,USD,cdb404201976da67
t001218,2026-02-03,6000,1000,91458,USD,cdb404201976da67
t001219,2026-02-03,1000,1200,34929,USD,cdb404201976da67
t001220,2026-02-03,4000,1000,63199,USD,cdb404201976da67
t001221,2026-02-03,4000,1000,145579,USD,cdb404201976da67
t001222,2026-02-03,1200,3000,8798,USD,cdb404201976da67
t001223,2026-02-03,1200,3000,133058,USD,cdb404201976da67
t001224,2026-02-03,2000,1000,249861,USD,cdb404201976da67
t001225,2026-02-03,4000,2000,14361,USD,cdb404201976da67
t001226,2026-02-03,1000,1200,175844,USD,cdb404201976da67
t001227,2026-02-03,1000,1200,202846,USD,cdb404201976da67
