sku,description,qty,unit_price
NOR-00677,insert 25mm,29,868.38
NOR-00678,bolt 54mm,3,973.38
NOR-00679,bearing 5mm,33,354.45
NOR-00680,housing 24mm,39,982.53
NOR-00681,sleeve 24mm,1,206.96
NOR-00682,sleeve 19mm,10,927.43
NOR-00683,gasket 15mm,38,339.38
NOR-00684,gasket 13mm,8,796.42
NOR-00685,spindle 45mm,28,993.67
NOR-00686,bearing 46mm,10,845.03
NOR-00687,bearing 25mm,8,609.59
NOR-00688,gasket 3mm,12,715.23
NOR-00689,bearing 15mm,19,809.89
NOR-00690,sleeve 14mm,26,137.01
NOR-00691,valve 11mm,2,930.37
NOR-00692,bracket 30mm,32,455.28
NOR-00693,flange 32mm,13,815.41
NOR-00694,coupler 55mm,8,773.43
NOR-00695,bolt 35mm,26,171.32
NOR-00696,spindle 53mm,25,853.27
NOR-00697,bracket 34mm,1,167.17
NOR-00698,flange 5mm,32,672.33
NOR-00699,flange 38mm,6,634.97
NOR-00700,washer 26mm,13,102.74
NOR-00701,housing 9mm,2,504.78
NOR-00702,coupler 11mm,29,772.40
NOR-00703,insert 24mm,22,9.51
NOR-00704,spindle 24mm,5,644.13
NOR-00705,sleeve 13mm,9,800.70
NOR-00706,insert 36mm,25,813.13
NOR-00707,housing 14mm,1,672.53
NOR-00708,coupler 42mm,32,217.45
NOR-00709,spindle 22mm,9,549.99
NOR-00710,bearing 4mm,14,758.19
NOR-00711,coupler 47mm,6,949.62
NOR-00712,bolt 55mm,24,491.18
NOR-00713,flange 11mm,15,116.46
NOR-00714,housing 8mm,23,364.17
NOR-00715,bearing 40mm,36,944.77
NOR-00716,sleeve 31mm,37,351.42
NOR-00717,spindle 51mm,19,617.22
NOR-00718,washer 57mm,5,963.09
NOR-00719,housing 12mm,29,843.90
NOR-00720,bearing 46mm,18,160.41
NOR-00721,spindle 43mm,36,930.45
NOR-00722,housing 53mm,30,873.77
NOR-00723,sleeve 47mm,3,458.10
NOR-00724,coupler 13mm,2,680.07
NOR-00725,spindle 18mm,3,376.41
NOR-00726,sleeve 52mm,35,362.31
NOR-00727,spindle 57mm,18,696.53
NOR-00728,sleeve 36mm,20,611.29
NOR-00729,bearing 3mm,29,170.48
NOR-00730,valve 52mm,15,377.94
NOR-00731,insert 27mm,4,685.69
NOR-00732,bearing 54mm,18,672.91
NOR-00733,sleeve 29mm,26,203.28
NOR-00734,bracket 58mm,18,853.73
NOR-00735,spindle 40mm,4,657.53
NOR-00736,bearing 59mm,8,336.96
NOR-00737,housing 50mm,8,1.63
NOR-00738,gasket 38mm,31,396.79
NOR-00739,bearing 23mm,29,954.00
NOR-00740,bearing 37mm,23,749.91
NOR-00741,bracket 47mm,27,268.48
NOR-00742,bolt 6mm,22,227.26
NOR-00743,valve 6mm,29,898.34
NOR-00744,insert 6mm,35,659.15
NOR-00745,gasket 52mm,13,155.58
NOR-00746,housing 40mm,33,973.72
NOR-00747,insert 7mm,37,209.64
NOR-00748,valve 8mm,32,870.82
NOR-00749,bolt 19mm,33,471.14
NOR-00750,sleeve 28mm,33,191.58
NOR-00751,sleeve 22mm,28,955.30
NOR-00752,bearing 25mm,7,208.26
NOR-00753,flange 45mm,15,490.51
NOR-00754,sleeve 13mm,19,22.60
NOR-00755,valve 49mm,12,917.21
NOR-00756,spindle 16mm,15,712.73
NOR-00757,gasket 53mm,11,175.84
NOR-00758,sleeve 3mm,38,63.16
NOR-00759,spindle 48mm,28,73.59
NOR-00760,gasket 29mm,37,669.19
NOR-00761,washer 30mm,16,527.59
NOR-00762,valve 40mm,10,155.43
NOR-00763,gasket 10mm,14,913.28
NOR-00764,sleeve 13mm,18,996.24
NOR-00765,washer 7mm,15,114.45
NOR-00766,housing 5mm,31,848.22
NOR-00767,spindle 15mm,20,595.24
NOR-00768,bracket 28mm,30,854.78
NOR-00769,bracket 21mm,25,423.99
NOR-00770,washer 29mm,1,339.50
NOR-00771,spindle 48mm,32,530.38
NOR-00772,gasket 51mm,2,990.52
NOR-00773,washer 7mm,36,80.86
NOR-00774,flange 51mm,39,896.65
NOR-00775,bearing 8mm,37,628.10
NOR-00776,sleeve 27mm,3,593.76
NOR-00777,sleeve 40mm,19,983.61
NOR-00778,sleeve 51mm,19,39.11
NOR-00779,bolt 16mm,18,1.57
NOR-00780,flange 38mm,30,812.19
NOR-00781,bracket 27mm,22,323.85
NOR-00782,sleeve 47mm,8,24.33
NOR-00783,housing 44mm,23,779.09
NOR-00784,coupler 48mm,17,209.22
NOR-00785,washer 25mm,24,562.79
NOR-00786,sleeve 43mm,21,748.67
NOR-00787,housing 22mm,19,358.99
NOR-00788,flange 49mm,31,662.19
NOR-00789,bearing 49mm,16,866.97
NOR-00790,spindle 21mm,29,750.79
NOR-00791,bolt 42mm,9,496.39
NOR-00792,valve 45mm,39,936.41
NOR-00793,flange 38mm,6,920.64
NOR-00794,gasket 50mm,25,90.36
NOR-00795,coupler 10mm,2,973.32
NOR-00796,insert 49mm,30,127.86
NOR-00797,spindle 51mm,12,272.36
NOR-00798,valve 51mm,37,354.20
NOR-00799,bearing 9mm,9,478.76
NOR-00800,bearing 46mm,13,987.51
NOR-00801,bolt 19mm,3,192.48
NOR-00802,gasket 2mm,39,109.43
NOR-00803,coupler 33mm,22,793.33
NOR-00804,sleeve 53mm,32,747.54
NOR-00805,spindle 37mm,24,778.02
NOR-00806,bearing 21mm,35,607.04
NOR-00807,bolt 9mm,35,917.08
NOR-00808,coupler 18mm,15,220.46
NOR-00809,coupler 30mm,16,171.94
NOR-00810,bolt 52mm,31,446.29
NOR-00811,insert 11mm,6,876.86
NOR-00812,valve 38mm,5,122.13
