id,date,debit,credit,amount_cents,currency
t000608,2026-01-16,4000,1000,6529,USD
t000609,2026-01-16,1200,3000,159368,USD
t000610,2026-01-16,1000,1200,4885,USD
t000611,2026-01-16,4000,1000,1490,USD
t000612,2026-01-16,6000,1000,99880,USD
t000613,2026-01-16,4471,3000,121481,USD
t000614,2026-01-16,4000,1000,113990,USD
t000615,2026-01-16,2000,1000,133609,USD
t000616,2026-01-16,2000,1000,23905,USD
t000617,2026-01-16,1000,3000,159621,USD
t000618,2026-01-16,6000,1000,22715,USD
t000619,2026-01-16,4000,2000,9876,USD
t000620,2026-01-16,4471,3000,354,USD
t000621,2026-01-16,2000,1000,235032,USD
t000622,2026-01-16,6000,1000,184452,USD
t000623,2026-01-16,1200,3000,236738,USD
t000624,2026-01-16,6000,1000,2211,USD
t000625,2026-01-16,1200,3000,173832,USD
t000626,2026-01-16,1000,3000,205793,USD
t000627,2026-01-16,6000,1000,66717,USD
t000628,2026-01-16,1200,3000,220483,USD
t000629,2026-01-16,6000,1000,49004,USD
t000630,2026-01-16,2000,1000,4506,USD
t000631,2026-01-16,1000,1200,439,USD
t000632,2026-01-16,1000,3000,3540,USD
t000633,2026-01-16,1000,4471,120357,USD
t000634,2026-01-16,4471,3000,78395,USD
t000635,2026-01-16,1000,4471,188547,USD
t000636,2026-01-16,6000,1000,9710,USD
t000637,2026-01-16,2000,1000,753,USD
t000638,2026-01-16,4471,3000,233562,USD
t000639,2026-01-16,1000,3000,4427,USD
t000640,2026-01-17,6000,1000,80599,USD
t000641,2026-01-17,4000,1000,6365,USD
t000642,2026-01-17,4471,3000,240430,USD
t000643,2026-01-17,1000,1200,246922,USD
t000644,2026-01-17,4000,1000,9079,USD
t000645,2026-01-17,4000,2000,8757,USD
t000646,2026-01-17,1000,1200,81712,USD
t000647,2026-01-17,1000,3000,16231,USD
t000648,2026-01-17,6000,1000,4268,USD
t000649,2026-01-17,2000,1000,218578,USD
t000650,2026-01-17,1000,4471,142757,USD
t000651,2026-01-17,1200,3000,6553,USD
t000652,2026-01-17,4471,3000,75271,USD
t000653,2026-01-17,4000,1000,152733,USD
t000654,2026-01-17,6000,1000,82502,USD
t000655,2026-01-17,6000,1000,8645,USD
t000656,2026-01-17,1200,3000,153620,USD
t000657,2026-01-17,1200,3000,156146,USD
t000658,2026-01-17,4000,2000,205145,USD
t000659,2026-01-17,6000,1000,35754,USD
t000660,2026-01-17,1200,3000,112941,USD
t000661,2026-01-17,1000,1200,72457,USD
t000662,2026-01-17,2000,1000,122563,USD
t000663,2026-01-17,4471,3000,208794,USD
t000664,2026-01-17,1000,1200,2611,USD
t000665,2026-01-17,1000,4471,89424,USD
t000666,2026-01-17,1000,3000,123028,USD
t000667,2026-01-17,4471,3000,157609,USD
t000668,2026-01-17,4000,1000,238576,USD
t000669,2026-01-17,4000,2000,123769,USD
t000670,2026-01-17,4471,3000,909,USD
t000671,2026-01-17,2000,1000,110480,USD
t000672,2026-01-17,6000,1000,3028,USD
t000673,2026-01-17,4000,2000,95242,USD
t000674,2026-01-17,1000,3000,80938,USD
t000675,2026-01-17,4000,2000,69121,USD
t000676,2026-01-17,4000,1000,81716,USD
t000677,2026-01-17,4000,2000,149008,USD
t000678,2026-01-17,4000,1000,7558,USD
t000679,2026-01-17,6000,1000,5879,USD
t000680,2026-01-18,1000,1200,124755,USD
t000681,2026-01-18,2000,1000,190878,USD
t000682,2026-01-18,6000,1000,33405,USD
t000683,2026-01-18,1000,3000,195101,USD
t000684,2026-01-18,4000,1000,8928,USD
t000685,2026-01-18,4000,1000,197493,USD
t000686,2026-01-18,4000,1000,44354,USD
t000687,2026-01-18,4000,2000,51549,USD
t000688,2026-01-18,6000,1000,136478,USD
t000689,2026-01-18,2000,1000,213795,USD
t000690,2026-01-18,1200,3000,217430,USD
t000691,2026-01-18,1000,4471,198585,USD
t000692,2026-01-18,1000,3000,86071,USD
t000693,2026-01-18,1000,1200,31316,USD
t000694,2026-01-18,1000,1200,103853,USD
t000695,2026-01-18,1000,4471,5016,USD
t000696,2026-01-18,2000,1000,175062,USD
t000697,2026-01-18,4000,2000,55345,USD
t000698,2026-01-18,4471,3000,192743,USD
t000699,2026-01-18,1000,4471,41594,USD
t000700,2026-01-18,4000,1000,144938,USD
t000701,2026-01-18,1000,1200,7814,USD
t000702,2026-01-18,4000,2000,125080,USD
t000703,2026-01-18,4000,1000,77780,USD
t000704,2026-01-18,1000,1200,2693,USD
t000705,2026-01-18,1000,1200,225413,USD
t000706,2026-01-18,6000,1000,38273,USD
t000707,2026-01-18,4000,1000,134489,USD
t000708,2026-01-18,4000,2000,5827,USD
t000709,2026-01-18,6000,1000,2925,USD
t000710,2026-01-18,4000,1000,164698,USD
t000711,2026-01-18,2000,1000,55311,USD
t000712,2026-01-18,1000,4471,3168,USD
t000713,2026-01-18,4000,2000,228525,USD
t000714,2026-01-18,1000,1200,11799,USD
t000715,2026-01-18,1000,1200,141006,USD
t000716,2026-01-18,4000,2000,189782,USD
t000717,2026-01-18,2000,1000,195184,USD
t000718,2026-01-18,2000,1000,127,USD
t000719,2026-01-18,6000,1000,86575,USD
t000720,2026-01-19,1000,4471,919,USD
t000721,2026-01-19,6000,1000,8913,USD
t000722,2026-01-19,1000,3000,1781,USD
t000723,2026-01-19,4000,1000,90385,USD
t000724,2026-01-19,6000,1000,141033,USD
t000725,2026-01-19,6000,1000,33339,USD
t000726,2026-01-19,2000,1000,128879,USD
t000727,2026-01-19,6000,1000,1210,USD
t000728,2026-01-19,1200,3000,3455,USD
t000729,2026-01-19,6000,1000,3617,USD
t000730,2026-01-19,4000,2000,33541,USD
t000731,2026-01-19,1000,3000,6805,USD
t000732,2026-01-19,1000,3000,67935,USD
t000733,2026-01-19,2000,1000,131249,USD
t000734,2026-01-19,1000,4471,4214,USD
t000735,2026-01-19,1200,3000,175349,USD
t000736,2026-01-19,6000,1000,162660,USD
t000737,2026-01-19,1000,1200,17024,USD
t000738,2026-01-19,6000,1000,223956,USD
t000739,2026-01-19,1200,3000,2103,USD
t000740,2026-01-19,4471,3000,219720,USD
t000741,2026-01-19,2000,1000,73144,USD
t000742,2026-01-19,4000,2000,21862,USD
t000743,2026-01-19,1000,1200,78248,USD
t000744,2026-01-19,4000,2000,245056,USD
t000745,2026-01-19,4000,1000,41672,USD
t000746,2026-01-19,6000,1000,5928,USD
t000747,2026-01-19,1000,3000,166495,USD
t000748,2026-01-19,6000,1000,12649,USD
t000749,2026-01-19,4000,2000,2454,USD
t000750,2026-01-19,1000,4471,40753,USD
t000751,2026-01-19,4000,1000,50625,USD
t000752,2026-01-19,1000,1200,172144,USD
t000753,2026-01-19,4471,3000,7532,USD
t000754,2026-01-19,6000,1000,229662,USD
t000755,2026-01-19,2000,1000,14340,USD
t000756,2026-01-19,4000,2000,183790,USD
t000757,2026-01-19,6000,1000,3171,USD
t000758,2026-01-19,4000,1000,7342,USD
t000759,2026-01-19,4000,2000,184000,USD
t000760,2026-01-20,6000,1000,1300,USD
t000761,2026-01-20,6000,1000,102775,USD
t000762,2026-01-20,1000,1200,55587,USD
t000763,2026-01-20,1200,3000,7178,USD
t000764,2026-01-20,4471,3000,158639,USD
t000765,2026-01-20,4000,1000,8530,USD
t000766,2026-01-20,1000,3000,74434,USD
t000767,2026-01-20,2000,1000,142,USD
t000768,2026-01-20,6000,1000,57688,USD
t000769,2026-01-20,4471,3000,207612,USD
t000770,2026-01-20,2000,1000,3829,USD
t000771,2026-01-20,4000,2000,73139,USD
t000772,2026-01-20,2000,1000,7914,USD
t000773,2026-01-20,4000,2000,146398,USD
t000774,2026-01-20,4471,3000,6870,USD
t000775,2026-01-20,1200,3000,13830,USD
t000776,2026-01-20,6000,1000,219379,USD
t000777,2026-01-20,4000,1000,7482,USD
t000778,2026-01-20,2000,1000,22641,USD
t000779,2026-01-20,4000,1000,221521,USD
t000780,2026-01-20,6000,1000,171369,USD
t000781,2026-01-20,2000,1000,145453,USD
t000782,2026-01-20,6000,1000,182668,USD
t000783,2026-01-20,1000,1200,18081,USD
t000784,2026-01-20,4000,1000,31336,USD
t000785,2026-01-20,1000,4471,9811,USD
t000786,2026-01-20,1000,4471,9749,USD
t000787,2026-01-20,1000,3000,57604,USD
t000788,2026-01-20,1000,3000,246305,USD
t000789,2026-01-20,4000,1000,6898,USD
t000790,2026-01-20,4000,1000,95500,USD
t000791,2026-01-20,6000,1000,4845,USD
t000792,2026-01-20,4000,1000,167918,USD
t000793,2026-01-20,6000,1000,165650,USD
t000794,2026-01-20,6000,1000,199011,USD
t000795,2026-01-20,4471,3000,226322,USD
t000796,2026-01-20,6000,1000,736,USD
t000797,2026-01-20,1000,1200,3755,USD
t000798,2026-01-20,4471,3000,9151,USD
t000799,2026-01-20,1000,4471,222690,USD
t000800,2026-01-21,1200,3000,14085,USD
t000801,2026-01-21,1200,3000,96313,USD
t000802,2026-01-21,1000,3000,56067,USD
t000803,2026-01-21,1000,3000,9318,USD
t000804,2026-01-21,4000,1000,9066,USD
t000805,2026-01-21,4000,2000,148367,USD
t000806,2026-01-21,2000,1000,18353,USD
t000807,2026-01-21,2000,1000,156727,USD
t000808,2026-01-21,2000,1000,8894,USD
t000809,2026-01-21,1000,4471,117926,USD
t000810,2026-01-21,4000,1000,124107,USD
t000811,2026-01-21,1200,3000,3346,USD
t000812,2026-01-21,4000,1000,6345,USD
t000813,2026-01-21,1000,3000,248222,USD
t000814,2026-01-21,4471,3000,79917,USD
t000815,2026-01-21,2000,1000,149053,USD
t000816,2026-01-21,4000,2000,19365,USD
t000817,2026-01-21,1000,4471,22229,USD
t000818,2026-01-21,1000,3000,5599,USD
t000819,2026-01-21,6000,1000,198981,USD
t000820,2026-01-21,1200,3000,48737,USD
t000821,2026-01-21,6000,1000,5511,USD
t000822,2026-01-21,4000,2000,49069,USD
t000823,2026-01-21,4471,3000,126660,USD
t000824,2026-01-21,1200,3000,72141,USD
t000825,2026-01-21,1000,1200,5902,USD
t000826,2026-01-21,1000,1200,1692,USD
t000827,2026-01-21,1000,4471,241246,USD
t000828,2026-01-21,4471,3000,97117,USD
t000829,2026-01-21,4000,1000,162202,USD
t000830,2026-01-21,4000,2000,9105,USD
t000831,2026-01-21,1000,1200,169630,USD
t000832,2026-01-21,6000,1000,49011,USD
t000833,2026-01-21,2000,1000,155516,USD
t000834,2026-01-21,1000,1200,193,USD
t000835,2026-01-21,4000,2000,106301,USD
t000836,2026-01-21,1200,3000,57210,USD
t000837,2026-01-21,2000,1000,8835,USD
t000838,2026-01-21,4471,3000,7379,USD
t000839,2026-01-21,4000,2000,171855,USD
t000840,2026-01-22,1000,1200,6037,USD
t000841,2026-01-22,2000,1000,13781,USD
t000842,2026-01-22,2000,1000,227036,USD
t000843,2026-01-22,1000,1200,146984,USD
t000844,2026-01-22,1000,1200,628,USD
t000845,2026-01-22,4000,2000,108661,USD
t000846,2026-01-22,4000,2000,17010,USD
t000847,2026-01-22,4000,2000,70998,USD
t000848,2026-01-22,1000,3000,4802,USD
t000849,2026-01-22,6000,1000,129998,USD
t000850,2026-01-22,1200,3000,158503,USD
t000851,2026-01-22,4471,3000,181,USD
t000852,2026-01-22,6000,1000,155535,USD
t000853,2026-01-22,6000,1000,85563,USD
t000854,2026-01-22,1000,4471,102971,USD
t000855,2026-01-22,1200,3000,149621,USD
t000856,2026-01-22,1000,1200,146217,USD
t000857,2026-01-22,1000,3000,4134,USD
t000858,2026-01-22,6000,1000,52902,USD
t000859,2026-01-22,4000,2000,193530,USD
t000860,2026-01-22,1000,3000,13337,USD
t000861,2026-01-22,1000,1200,119107,USD
t000862,2026-01-22,1000,1200,22124,USD
t000863,2026-01-22,4000,1000,4426,USD
t000864,2026-01-22,1000,1200,48954,USD
t000865,2026-01-22,2000,1000,156458,USD
t000866,2026-01-22,1000,1200,193921,USD
t000867,2026-01-22,1000,3000,9221,USD
t000868,2026-01-22,1000,3000,111851,USD
t000869,2026-01-22,4471,3000,217952,USD
t000870,2026-01-22,4000,1000,4683,USD
t000871,2026-01-22,2000,1000,726,USD
t000872,2026-01-22,1000,1200,18011,USD
t000873,2026-01-22,4000,2000,190109,USD
t000874,2026-01-22,1000,4471,162905,USD
t000875,2026-01-22,6000,1000,9426,USD
t000876,2026-01-22,1200,3000,110983,USD
t000877,2026-01-22,4000,1000,205001,USD
t000878,2026-01-22,1000,1200,162416,USD
t000879,2026-01-22,6000,1000,64171,USD
t000880,2026-01-23,4000,2000,111663,USD
t000881,2026-01-23,2000,1000,172504,USD
t000882,2026-01-23,4000,1000,166932,USD
t000883,2026-01-23,1000,3000,6087,USD
t000884,2026-01-23,1000,3000,66029,USD
t000885,2026-01-23,1000,1200,91922,USD
t000886,2026-01-23,1200,3000,6766,USD
t000887,2026-01-23,4000,2000,59164,USD
t000888,2026-01-23,4000,1000,1190,USD
t000889,2026-01-23,4000,1000,5509,USD
t000890,2026-01-23,4000,1000,140152,USD
t000891,2026-01-23,1000,3000,155519,USD
t000892,2026-01-23,2000,1000,6411,USD
t000893,2026-01-23,4471,3000,41444,USD
t000894,2026-01-23,1200,3000,451,USD
t000895,2026-01-23,4471,3000,22356,USD
t000896,2026-01-23,1000,1200,1790,USD
t000897,2026-01-23,2000,1000,8188,USD
t000898,2026-01-23,1000,1200,72794,USD
t000899,2026-01-23,4000,1000,78439,USD
t000900,2026-01-23,1200,3000,6770,USD
t000901,2026-01-23,1000,3000,227148,USD
t000902,2026-01-23,1200,3000,21278,USD
t000903,2026-01-23,1200,3000,50123,USD
t000904,2026-01-23,1000,3000,92125,USD
t000905,2026-01-23,1000,4471,117788,USD
t000906,2026-01-23,4471,3000,23618,USD
t000907,2026-01-23,1000,3000,198927,USD
t000908,2026-01-23,1000,4471,7536,USD
t000909,2026-01-23,4471,3000,69362,USD
t000910,2026-01-23,1200,3000,1999,USD
t000911,2026-01-23,1200,3000,122826,USD
t000912,2026-01-23,2000,1000,92343,USD
t000913,2026-01-23,1000,3000,2537,USD
t000914,2026-01-23,1000,3000,2056,USD
t000915,2026-01-23,4471,3000,9102,USD
t000916,2026-01-23,4000,1000,196145,USD
t000917,2026-01-23,1000,1200,224055,USD
t000918,2026-01-23,4000,2000,38364,USD
t000919,2026-01-23,6000,1000,38706,USD
t000920,2026-01-24,4471,3000,11386,USD
t000921,2026-01-24,2000,1000,216154,USD
t000922,2026-01-24,1000,4471,205798,USD
t000923,2026-01-24,4000,2000,11910,USD
t000924,2026-01-24,4000,1000,2455,USD
t000925,2026-01-24,6000,1000,202,USD
t000926,2026-01-24,2000,1000,7073,USD
t000927,2026-01-24,2000,1000,1222,USD
t000928,2026-01-24,4471,3000,8847,USD
t000929,2026-01-24,4000,1000,249616,USD
t000930,2026-01-24,1200,3000,124381,USD
t000931,2026-01-24,6000,1000,8099,USD
t000932,2026-01-24,1000,1200,2565,USD
t000933,2026-01-24,2000,1000,7136,USD
t000934,2026-01-24,4000,1000,186007,USD
t000935,2026-01-24,4000,2000,42284,USD
t000936,2026-01-24,1200,3000,1862,USD
t000937,2026-01-24,6000,1000,6708,USD
t000938,2026-01-24,1200,3000,105818,USD
t000939,2026-01-24,2000,1000,164307,USD
t000940,2026-01-24,6000,1000,85805,USD
t000941,2026-01-24,4000,1000,196541,USD
t000942,2026-01-24,6000,1000,4849,USD
t000943,2026-01-24,1000,4471,244121,USD
t000944,2026-01-24,1000,1200,129379,USD
t000945,2026-01-24,4000,2000,22083,USD
t000946,2026-01-24,1200,3000,63416,USD
t000947,2026-01-24,1000,4471,1799,USD
t000948,2026-01-24,2000,1000,68559,USD
t000949,2026-01-24,1000,3000,4198,USD
t000950,2026-01-24,2000,1000,4208,USD
t000951,2026-01-24,4000,2000,18915,USD
t000952,2026-01-24,1000,1200,9822,USD
t000953,2026-01-24,4000,1000,228409,USD
t000954,2026-01-24,2000,1000,2202,USD
t000955,2026-01-24,4000,1000,216673,USD
t000956,2026-01-24,1000,1200,20655,USD
t000957,2026-01-24,4471,3000,134509,USD
t000958,2026-01-24,4000,1000,210954,USD
t000959,2026-01-24,1000,3000,175647,USD
t000960,2026-01-25,4000,2000,123484,USD
t000961,2026-01-25,4000,2000,1659,USD
t000962,2026-01-25,6000,1000,153160,USD
t000963,2026-01-25,1000,3000,27878,USD
t000964,2026-01-25,4000,2000,198668,USD
t000965,2026-01-25,4000,2000,17843,USD
t000966,2026-01-25,4000,1000,129905,USD
t000967,2026-01-25,1000,4471,174,USD
t000968,2026-01-25,4000,2000,190333,USD
t000969,2026-01-25,2000,1000,248407,USD
t000970,2026-01-25,4000,2000,27727,USD
t000971,2026-01-25,4000,2000,236878,USD
t000972,2026-01-25,4000,2000,105783,USD
t000973,2026-01-25,1000,1200,64065,USD
t000974,2026-01-25,1200,3000,6368,USD
t000975,2026-01-25,1000,1200,9938,USD
t000976,2026-01-25,1000,1200,4585,USD
t000977,2026-01-25,4000,2000,39515,USD
t000978,2026-01-25,1000,3000,17996,USD
t000979,2026-01-25,1000,1200,2376,USD
t000980,2026-01-25,6000,1000,217921,USD
t000981,2026-01-25,1000,3000,1114,USD
t000982,2026-01-25,4000,1000,197400,USD
t000983,2026-01-25,1200,3000,15307,USD
t000984,2026-01-25,1000,1200,91068,USD
t000985,2026-01-25,2000,1000,30700,USD
t000986,2026-01-25,1200,3000,2356,USD
t000987,2026-01-25,4471,3000,120452,USD
t000988,2026-01-25,1000,1200,203029,USD
t000989,2026-01-25,6000,1000,217374,USD
t000990,2026-01-25,1200,3000,229840,USD
t000991,2026-01-25,1000,3000,163918,USD
t000992,2026-01-25,1000,3000,91514,USD
t000993,2026-01-25,1000,4471,9861,USD
t000994,2026-01-25,1000,1200,619,USD
t000995,2026-01-25,1000,3000,47734,USD
t000996,2026-01-25,1000,4471,227093,USD
t000997,2026-01-25,1000,3000,1684,USD
t000998,2026-01-25,2000,1000,8978,USD
t000999,2026-01-25,1000,3000,55701,USD
t001000,2026-01-26,1000,1200,4467,USD
t001001,2026-01-26,4471,3000,35858,USD
t001002,2026-01-26,1200,3000,33634,USD
t001003,2026-01-26,6000,1000,185172,USD
t001004,2026-01-26,1200,3000,2186,USD
t001005,2026-01-26,1200,3000,19200,USD
t001006,2026-01-26,1200,3000,31432,USD
t001007,2026-01-26,4000,1000,4873,USD
t001008,2026-01-26,2000,1000,15769,USD
t001009,2026-01-26,1000,1200,126184,USD
t001010,2026-01-26,2000,1000,239722,USD
t001011,2026-01-26,4000,1000,236618,USD
t001012,2026-01-26,4000,1000,137280,USD
t001013,2026-01-26,2000,1000,1985,USD
t001014,2026-01-26,6000,1000,163601,USD
t001015,2026-01-26,1200,3000,9212,USD
t001016,2026-01-26,4000,1000,113814,USD
t001017,2026-01-26,1000,3000,194702,USD
t001018,2026-01-26,6000,1000,8645,USD
t001019,2026-01-26,2000,1000,8322,USD
t001020,2026-01-26,1000,3000,175925,USD
t001021,2026-01-26,1000,3000,172586,USD
t001022,2026-01-26,2000,1000,41027,USD
t001023,2026-01-26,1000,4471,246174,USD
t001024,2026-01-26,2000,1000,63318,USD
t001025,2026-01-26,4000,1000,170671,USD
t001026,2026-01-26,2000,1000,68591,USD
t001027,2026-01-26,1200,3000,12246,USD
t001028,2026-01-26,1000,1200,78108,USD
t001029,2026-01-26,1000,3000,197,USD
t001030,2026-01-26,1000,3000,6639,USD
t001031,2026-01-26,1000,3000,205983,USD
t001032,2026-01-26,4000,1000,190772,USD
t001033,2026-01-26,4471,3000,9745,USD
t001034,2026-01-26,4000,1000,91629,USD
t001035,2026-01-26,1200,3000,100809,USD
t001036,2026-01-26,4471,3000,38405,USD
t001037,2026-01-26,4000,2000,140630,USD
t001038,2026-01-26,1200,3000,181250,USD
t001039,2026-01-26,2000,1000,81549,USD
t001040,2026-01-27,1000,1200,203550,USD
t001041,2026-01-27,4000,2000,9943,USD
t001042,2026-01-27,1200,3000,129089,USD
t001043,2026-01-27,1200,3000,9634,USD
t001044,2026-01-27,1000,1200,96536,USD
t001045,2026-01-27,1200,3000,225034,USD
t001046,2026-01-27,4000,1000,5848,USD
t001047,2026-01-27,6000,1000,182735,USD
t001048,2026-01-27,1000,3000,107602,USD
t001049,2026-01-27,1000,3000,45769,USD
t001050,2026-01-27,4000,1000,9673,USD
t001051,2026-01-27,4000,2000,47583,USD
t001052,2026-01-27,6000,1000,9803,USD
t001053,2026-01-27,1000,4471,177835,USD
t001054,2026-01-27,4000,1000,247717,USD
t001055,2026-01-27,6000,1000,236465,USD
t001056,2026-01-27,1000,3000,5867,USD
t001057,2026-01-27,4000,2000,17998,USD
t001058,2026-01-27,1000,1200,364,USD
t001059,2026-01-27,6000,1000,12810,USD
t001060,2026-01-27,2000,1000,3104,USD
t001061,2026-01-27,4000,2000,163057,USD
t001062,2026-01-27,6000,1000,5553,USD
t001063,2026-01-27,4000,2000,94997,USD
t001064,2026-01-27,2000,1000,1705,USD
t001065,2026-01-27,1000,3000,9630,USD
t001066,2026-01-27,4471,3000,1028,USD
t001067,2026-01-27,1000,4471,233467,USD
t001068,2026-01-27,1200,3000,5071,USD
t001069,2026-01-27,4471,3000,151076,USD
t001070,2026-01-27,4000,2000,174439,USD
t001071,2026-01-27,1200,3000,160122,USD
t001072,2026-01-27,1200,3000,94370,USD
t001073,2026-01-27,1200,3000,38915,USD
t001074,2026-01-27,2000,1000,128972,USD
t001075,2026-01-27,6000,1000,67604,USD
t001076,2026-01-27,4000,2000,55093,USD
t001077,2026-01-27,1000,1200,50366,USD
t001078,2026-01-27,4000,1000,21713,USD
t001079,2026-01-27,1000,4471,193744,USD
t001080,2026-01-28,4000,2000,7292,USD
t001081,2026-01-28,4000,1000,7219,USD
t001082,2026-01-28,1200,3000,57490,USD
t001083,2026-01-28,6000,1000,2667,USD
t001084,2026-01-28,4000,2000,8886,USD
t001085,2026-01-28,4000,2000,71767,USD
t001086,2026-01-28,1200,3000,8980,USD
t001087,2026-01-28,1200,3000,7817,USD
t001088,2026-01-28,1200,3000,210709,USD
t001089,2026-01-28,1000,3000,132797,USD
t001090,2026-01-28,1000,1200,59527,USD
t001091,2026-01-28,1200,3000,217164,USD
t001092,2026-01-28,4471,3000,16181,USD
t001093,2026-01-28,1200,3000,219980,USD
t001094,2026-01-28,1000,3000,215472,USD
t001095,2026-01-28,1000,1200,73450,USD
t001096,2026-01-28,4471,3000,114440,USD
t001097,2026-01-28,4000,1000,202862,USD
t001098,2026-01-28,1000,1200,190840,USD
t001099,2026-01-28,6000,1000,242944,USD
t001100,2026-01-28,4471,3000,88077,USD
t001101,2026-01-28,4000,2000,160624,USD
t001102,2026-01-28,1200,3000,122888,USD
t001103,2026-01-28,4000,1000,8158,USD
t001104,2026-01-28,6000,1000,27439,USD
t001105,2026-01-28,2000,1000,884,USD
t001106,2026-01-28,4000,1000,77202,USD
t001107,2026-01-28,4000,1000,6909,USD
t001108,2026-01-28,2000,1000,54727,USD
t001109,2026-01-28,6000,1000,5730,USD
t001110,2026-01-28,4000,1000,5450,USD
t001111,2026-01-28,4000,2000,58715,USD
t001112,2026-01-28,1200,3000,74161,USD
t001113,2026-01-28,1000,4471,121392,USD
t001114,2026-01-28,4000,1000,1770,USD
t001115,2026-01-28,2000,1000,218312,USD
t001116,2026-01-28,1000,1200,213213,USD
t001117,2026-01-28,4000,2000,25115,USD
t001118,2026-01-28,4471,3000,197848,USD
t001119,2026-01-28,6000,1000,172818,USD
t001120,2026-02-01,1200,3000,227446,USD
t001121,2026-02-01,4000,2000,8391,USD
t001122,2026-02-01,6000,1000,95988,USD
t001123,2026-02-01,2000,1000,161974,USD
t001124,2026-02-01,1000,4471,182361,USD
t001125,2026-02-01,2000,1000,197687,USD
t001126,2026-02-01,1000,3000,8713,USD
t001127,2026-02-01,1000,3000,9665,USD
t001128,2026-02-01,6000,1000,7343,USD
t001129,2026-02-01,4471,3000,45944,USD
t001130,2026-02-01,1000,4471,174672,USD
t001131,2026-02-01,6000,1000,211693,USD
t001132,2026-02-01,1200,3000,157481,USD
t001133,2026-02-01,6000,1000,1015,USD
t001134,2026-02-01,1000,3000,9544,USD
t001135,2026-02-01,1200,3000,167145,USD
t001136,2026-02-01,1000,3000,159348,USD
t001137,2026-02-01,4000,1000,96265,USD
t001138,2026-02-01,2000,1000,133279,USD
t001139,2026-02-01,1000,1200,121799,USD
t001140,2026-02-01,2000,1000,101838,USD
t001141,2026-02-01,1200,3000,43318,USD
t001142,2026-02-01,1200,3000,138888,USD
t001143,2026-02-01,4000,2000,8551,USD
t001144,2026-02-01,1000,4471,146666,USD
t001145,2026-02-01,1200,3000,3637,USD
t001146,2026-02-01,1000,3000,80857,USD
t001147,2026-02-01,6000,1000,1942,USD
t001148,2026-02-01,2000,1000,33149,USD
t001149,2026-02-01,1000,4471,118978,USD
t001150,2026-02-01,1000,1200,201798,USD
t001151,2026-02-01,2000,1000,49979,USD
t001152,2026-02-01,6000,1000,77308,USD
t001153,2026-02-01,1200,3000,14111,USD
t001154,2026-02-01,6000,1000,76660,USD
t001155,2026-02-01,4000,2000,175711,USD
t001156,2026-02-01,1200,3000,122383,USD
t001157,2026-02-01,2000,1000,54241,USD
t001158,2026-02-01,2000,1000,128490,USD
t001159,2026-02-01,1000,4471,86497,USD
t001160,2026-02-02,2000,1000,58959,USD
t001161,2026-02-02,4000,2000,43385,USD
t001162,2026-02-02,2000,1000,34730,USD
t001163,2026-02-02,6000,1000,9253,USD
t001164,2026-02-02,4471,3000,118968,USD
t001165,2026-02-02,1000,3000,133835,USD
t001166,2026-02-02,1000,3000,159833,USD
t001167,2026-02-02,1200,3000,1967,USD
t001168,2026-02-02,1000,1200,106152,USD
t001169,2026-02-02,1000,1200,1669,USD
t001170,2026-02-02,1200,3000,123487,USD
t001171,2026-02-02,4471,3000,1374,USD
t001172,2026-02-02,1000,3000,10213,USD
t001173,2026-02-02,4000,2000,103261,USD
t001174,2026-02-02,1000,3000,4139,USD
t001175,2026-02-02,4471,3000,9311,USD
t001176,2026-02-02,1000,1200,129389,USD
t001177,2026-02-02,1200,3000,233568,USD
t001178,2026-02-02,6000,1000,157142,USD
t001179,2026-02-02,1200,3000,9074,USD
t001180,2026-02-02,1000,3000,185063,USD
t001181,2026-02-02,1000,3000,101573,USD
t001182,2026-02-02,1000,3000,209734,USD
t001183,2026-02-02,4000,2000,6746,USD
t001184,2026-02-02,4000,2000,141090,USD
t001185,2026-02-02,4000,1000,6009,USD
t001186,2026-02-02,4471,3000,224577,USD
t001187,2026-02-02,1000,4471,6612,USD
t001188,2026-02-02,1000,1200,99781,USD
t001189,2026-02-02,2000,1000,128069,USD
t001190,2026-02-02,4471,3000,79467,USD
t001191,2026-02-02,1000,4471,138724,USD
t001192,2026-02-02,4000,1000,774,USD
t001193,2026-02-02,2000,1000,182180,USD
t001194,2026-02-02,6000,1000,581,USD
t001195,2026-02-02,1200,3000,122756,USD
t001196,2026-02-02,1000,4471,91737,USD
t001197,2026-02-02,4000,2000,152526,USD
t001198,2026-02-02,1000,3000,1049,USD
t001199,2026-02-02,1000,1200,195213,USD
t001200,2026-02-03,4471,3000,13581,USD
t001201,2026-02-03,2000,1000,118399,USD
t001202,2026-02-03,4471,3000,6049,USD
t001203,2026-02-03,4471,3000,103173,USD
t001204,2026-02-03,1000,1200,221305,USD
t001205,2026-02-03,4000,1000,59426,USD
t001206,2026-02-03,1000,1200,228673,USD
t001207,2026-02-03,1200,3000,50011,USD
t001208,2026-02-03,1200,3000,3495,USD
t001209,2026-02-03,1000,1200,21909,USD
t001210,2026-02-03,1000,1200,40491,USD
t001211,2026-02-03,2000,1000,41863,USD
t001212,2026-02-03,1000,3000,93481,USD
t001213,2026-02-03,1000,3000,623,USD
t001214,2026-02-03,1200,3000,15611,USD
t001215,2026-02-03,4000,1000,189896,USD
